Estructura;Tiempos;ID;SetDatos
graphNativeFullDense;81619;81014017;subset100000000
graphNativeFullDense;18094534;24082749;subset100000000
graphNativeFullDense;69354;2387283;subset100000000
graphNativeFullDense;747306371;7432;subset100000000
graphNativeFullDense;140612;36115439;subset100000000
graphNativeFullDense;73762;34461227;subset100000000
graphNativeFullDense;137128;21385645;subset100000000
graphNativeFullDense;19735;80266799;subset100000000
graphNativeFullDense;1962129321;1264450;subset100000000
graphNativeFullDense;71006;8302353;subset100000000
graphNativeFullDense;289194;494616;subset100000000
graphNativeFullDense;116091;21286126;subset100000000
graphNativeFullDense;34302;963970;subset100000000
graphNativeFullDense;36005;27349096;subset100000000
graphNativeFullDense;21545;92626359;subset100000000
graphNativeFullDense;34274;40674149;subset100000000
graphNativeFullDense;34262;57200755;subset100000000
graphNativeFullDense;33513;38230746;subset100000000
graphNativeFullDense;350136022;8054;subset100000000
graphNativeFullDense;38586;26778700;subset100000000
graphNativeFullDense;48913;33443234;subset100000000
graphNativeFullDense;20936;50146070;subset100000000
graphNativeFullDense;53662;46240098;subset100000000
graphNativeFullDense;125843005;213;subset100000000
graphNativeFullDense;22101;14707506;subset100000000
graphNativeFullDense;76031;30484455;subset100000000
graphNativeFullDense;33696;48015520;subset100000000
graphNativeFullDense;247208;756425;subset100000000
graphNativeFullDense;440181239;183;subset100000000
graphNativeFullDense;887542;4817;subset100000000
graphNativeFullDense;18680;55684135;subset100000000
graphNativeFullDense;569356677;8866;subset100000000
graphNativeFullDense;28177;3822220;subset100000000
graphNativeFullDense;64844;38216763;subset100000000
graphNativeFullDense;92083;37211372;subset100000000
graphNativeFullDense;74768;58236068;subset100000000
graphNativeFullDense;45011;39174561;subset100000000
graphNativeFullDense;24282;16859692;subset100000000
graphNativeFullDense;45709;39741452;subset100000000
graphNativeFullDense;97644;72802332;subset100000000
graphNativeFullDense;48835;35919886;subset100000000
graphNativeFullDense;4417785685;1860;subset100000000
graphNativeFullDense;36484;10929693;subset100000000
graphNativeFullDense;1371410;207849;subset100000000
graphNativeFullDense;176918;24680994;subset100000000
graphNativeFullDense;43241;39213918;subset100000000
graphNativeFullDense;46768;74487527;subset100000000
graphNativeFullDense;471871;68803935;subset100000000
graphNativeFullDense;159896579;55;subset100000000
graphNativeFullDense;27314;95499744;subset100000000
graphNativeFullDense;80378;36255375;subset100000000
graphNativeFullDense;186589476;11266439;subset100000000
graphNativeFullDense;23998;72854864;subset100000000
graphNativeFullDense;107281;42013197;subset100000000
graphNativeFullDense;17337;58141199;subset100000000
graphNativeFullDense;39378;61807135;subset100000000
graphNativeFullDense;50809;38604616;subset100000000
graphNativeFullDense;49798;38946830;subset100000000
graphNativeFullDense;16276;66204078;subset100000000
graphNativeFullDense;48450;63023314;subset100000000
graphNativeFullDense;27835;46835894;subset100000000
graphNativeFullDense;53399;34948869;subset100000000
graphNativeFullDense;41419;68694940;subset100000000
graphNativeFullDense;38625;89865587;subset100000000
graphNativeFullDense;205746211;11173;subset100000000
graphNativeFullDense;37911;73287932;subset100000000
graphNativeFullDense;160192;4740868;subset100000000
graphNativeFullDense;47499;41813438;subset100000000
graphNativeFullDense;46404;34380975;subset100000000
graphNativeFullDense;43967;57131603;subset100000000
graphNativeFullDense;53493;59695083;subset100000000
graphNativeFullDense;24700;64197612;subset100000000
graphNativeFullDense;1180039;28931760;subset100000000
graphNativeFullDense;20121;26372701;subset100000000
graphNativeFullDense;69913;38356498;subset100000000
graphNativeFullDense;15989;69316262;subset100000000
graphNativeFullDense;350679;34478772;subset100000000
graphNativeFullDense;36825;23533112;subset100000000
graphNativeFullDense;49274;34126813;subset100000000
graphNativeFullDense;50787;46629079;subset100000000
graphNativeFullDense;59835;44124095;subset100000000
graphNativeFullDense;38406;41322218;subset100000000
graphNativeFullDense;35440;99698326;subset100000000
graphNativeFullDense;35914;97517340;subset100000000
graphNativeFullDense;7211350;14864825;subset100000000
graphNativeFullDense;54333;6552759;subset100000000
graphNativeFullDense;430556;69395011;subset100000000
graphNativeFullDense;3214776;27860868;subset100000000
graphNativeFullDense;86494;28237185;subset100000000
graphNativeFullDense;37174;20903148;subset100000000
graphNativeFullDense;62016;45869309;subset100000000
graphNativeFullDense;44331;33903043;subset100000000
graphNativeFullDense;39581;51287982;subset100000000
graphNativeFullDense;35834;85344960;subset100000000
graphNativeFullDense;24431562;83310;subset100000000
graphNativeFullDense;22329;75579029;subset100000000
graphNativeFullDense;111724;38965650;subset100000000
