Estructura;Limite;ID;Grupos;Aristas;Tiempo;Memoria
graphComp;1000;0;penta;58;60001;1029736
graphComp;1000;1;penta;8;60001;35576
graphComp;1000;2;penta;172;60001;6855112
graphComp;1000;3;penta;1878;60001;6733232
graphComp;1000;4;penta;134;60001;838784
graphComp;1000;5;penta;33;60001;3365568
graphComp;1000;6;penta;83;60001;1244360
graphComp;1000;7;penta;520;60001;4426352
graphComp;1000;8;penta;943;60001;9321464
graphComp;1000;9;penta;0;60148;1448904
graphComp;1000;10;penta;1806;60001;31977328
graphComp;1000;11;penta;2267;60001;21683720
graphComp;1000;12;penta;6;60328;236040
graphComp;1000;13;penta;362;60001;20495488
graphComp;1000;14;penta;2336;60001;29750872
graphComp;1000;15;penta;9;60425;65776
graphComp;1000;16;penta;97;60512;2086816
graphComp;1000;17;penta;2766;60001;21355080
graphComp;1000;18;penta;1437;60001;12545984
graphComp;1000;19;penta;1226;60001;45097336
graphComp;1000;20;penta;788;60001;10489752
graphComp;1000;21;penta;1814;60001;20197912
graphComp;1000;22;penta;1816;60001;17621072
graphComp;1000;23;penta;1676;60001;38940352
graphComp;1000;24;penta;243;60001;1606368
graphComp;1000;25;penta;1045;60001;5446800
graphComp;1000;26;penta;556;60001;3437608
graphComp;1000;27;penta;2396;60001;28617368
graphComp;1000;28;penta;697;60001;10303592
graphComp;1000;29;penta;612;60001;10544080
graphComp;1000;30;penta;95;60135;768776
graphComp;1000;31;penta;551;60001;5391408
graphComp;1000;32;penta;2154;60001;14080936
graphComp;1000;33;penta;1421;60001;22614808
graphComp;1000;34;penta;3539;60001;17699952
graphComp;1000;35;penta;1117;60001;11336840
graphComp;1000;36;penta;2080;60001;40217744
graphComp;1000;37;penta;2277;60001;15594752
graphComp;1000;38;penta;5125;60001;28781208
graphComp;1000;39;penta;1498;60001;18491648
graphComp;1000;40;penta;147;60274;1887856
graphComp;1000;41;penta;929;60001;16722904
graphComp;1000;42;penta;104;60001;1087984
graphComp;1000;43;penta;744;60001;3478696
graphComp;1000;44;penta;689;60001;12278824
graphComp;1000;45;penta;0;60001;7476272
graphComp;1000;46;penta;425;60001;5094856
graphComp;1000;47;penta;1428;60001;13609264
graphComp;1000;48;penta;275;60001;4865576
graphComp;1000;49;penta;143;60001;2293088
graphComp;1000;50;penta;16;60066;890336
graphComp;1000;51;penta;1707;60001;40732072
graphComp;1000;52;penta;437;60095;7210456
graphComp;1000;53;penta;183;60029;1089576
graphComp;1000;54;penta;558;60001;12910296
graphComp;1000;55;penta;1854;60001;22985776
graphComp;1000;56;penta;1069;60001;3722880
graphComp;1000;57;penta;2208;60001;8888728
graphComp;1000;58;penta;266;60492;3728368
graphComp;1000;59;penta;213;60001;3689128
graphComp;1000;60;penta;2517;60001;21119952
graphComp;1000;61;penta;534;60030;5298304
graphComp;1000;62;penta;205;60001;79244256
graphComp;1000;63;penta;2178;60258;18168624
graphComp;1000;64;penta;954;60001;6424000
graphComp;1000;65;penta;398;60001;1738408
graphComp;1000;66;penta;1626;60001;23760376
graphComp;1000;67;penta;1655;60001;21811088
graphComp;1000;68;penta;676;60001;5559184
graphComp;1000;69;penta;102;60681;2049656
graphComp;1000;70;penta;156;60001;2542760
graphComp;1000;71;penta;165;60245;3818048
graphComp;1000;72;penta;2703;60001;32426560
graphComp;1000;73;penta;1881;60001;11793072
graphComp;1000;74;penta;1078;60001;5531744
graphComp;1000;75;penta;512;60001;5743256
graphComp;1000;76;penta;11;60001;1701840
graphComp;1000;77;penta;0;60001;3094600
graphComp;1000;78;penta;1158;60001;17895104
graphComp;1000;79;penta;1041;60001;10968456
graphComp;1000;80;penta;409;60001;4812696
graphComp;1000;81;penta;1224;60001;7115560
graphComp;1000;82;penta;1102;60001;15523512
graphComp;1000;83;penta;42;60001;1885632
graphComp;1000;84;penta;37;60001;648992
graphComp;1000;85;penta;24;60529;783720
graphComp;1000;86;penta;772;60001;6502400
graphComp;1000;87;penta;57;60001;5085432
graphComp;1000;88;penta;61;60001;5317512
graphComp;1000;89;penta;1689;60001;11525912
graphComp;1000;90;penta;3625;60001;58973872
graphComp;1000;91;penta;126;60745;3761016
graphComp;1000;92;penta;2993;60001;18555552
graphComp;1000;93;penta;1906;60032;38590800
graphComp;1000;94;penta;1264;60001;8836840
graphComp;1000;95;penta;796;60001;4982184
graphComp;1000;96;penta;948;60001;11772696
graphComp;1000;97;penta;2797;60001;67471056
graphComp;1000;98;penta;3620;60001;21444648
graphComp;1000;99;penta;242;60001;3180080
