Estructura;Tiempos;ID;SetDatos;etc
native;0;92229;subset100000;
native;0;21492;subset100000;
native;0;53877;subset100000;
native;0;17906;subset100000;
native;0;3361;subset100000;
native;0;1845;subset100000;
native;0;22484;subset100000;
native;0;93778;subset100000;
native;0;40110;subset100000;
native;0;29810;subset100000;
native;0;91214;subset100000;
native;0;31951;subset100000;
native;0;67631;subset100000;
native;0;63264;subset100000;
native;0;1287;subset100000;
native;0;98056;subset100000;
native;0;94374;subset100000;
native;0;11285;subset100000;
native;0;81025;subset100000;
native;0;74129;subset100000;
native;0;24417;subset100000;
native;0;58763;subset100000;
native;0;94191;subset100000;
native;0;19169;subset100000;
native;0;63988;subset100000;
native;0;634;subset100000;
native;0;77102;subset100000;
native;0;92721;subset100000;
native;0;9375;subset100000;
native;0;36955;subset100000;
native;0;17089;subset100000;
native;0;26323;subset100000;
native;0;6215;subset100000;
native;0;31755;subset100000;
native;0;6932;subset100000;
native;0;93694;subset100000;
native;0;99434;subset100000;
native;0;35004;subset100000;
native;0;26914;subset100000;
native;0;27718;subset100000;
native;0;39008;subset100000;
native;0;61969;subset100000;
native;0;18453;subset100000;
native;0;62428;subset100000;
native;0;55896;subset100000;
native;0;12995;subset100000;
native;0;30016;subset100000;
native;0;32581;subset100000;
native;0;37871;subset100000;
native;0;26232;subset100000;
native;0;93000;subset100000;
native;0;93774;subset100000;
native;0;7648;subset100000;
native;0;79706;subset100000;
native;0;58038;subset100000;
native;0;17772;subset100000;
native;0;72318;subset100000;
native;0;35032;subset100000;
native;0;72766;subset100000;
native;0;79699;subset100000;
native;0;66334;subset100000;
native;0;55575;subset100000;
native;0;12793;subset100000;
native;0;45507;subset100000;
native;0;44245;subset100000;
native;0;72481;subset100000;
native;0;8876;subset100000;
native;0;84771;subset100000;
native;0;89003;subset100000;
native;0;71852;subset100000;
native;0;96741;subset100000;
native;0;30885;subset100000;
native;0;95553;subset100000;
native;0;64079;subset100000;
native;0;5345;subset100000;
native;0;92837;subset100000;
native;0;6332;subset100000;
native;0;1320;subset100000;
native;0;35154;subset100000;
native;0;55017;subset100000;
native;0;84150;subset100000;
native;0;82369;subset100000;
native;0;16224;subset100000;
native;0;92005;subset100000;
native;0;18596;subset100000;
native;0;61182;subset100000;
native;0;2436;subset100000;
native;0;18424;subset100000;
native;0;90792;subset100000;
native;0;99542;subset100000;
native;0;50218;subset100000;
native;0;95309;subset100000;
native;0;80657;subset100000;
native;0;68363;subset100000;
native;0;7355;subset100000;
native;0;7695;subset100000;
native;0;42301;subset100000;
native;0;36404;subset100000;
native;0;11041;subset100000;
native;0;68626;subset100000;
native;0;4500;subset100000;
native;0;692;subset100000;
native;0;86210;subset100000;
native;0;72759;subset100000;
native;0;96909;subset100000;
native;0;99213;subset100000;
native;0;78899;subset100000;
native;0;59634;subset100000;
native;0;22571;subset100000;
native;0;42885;subset100000;
native;0;68977;subset100000;
native;0;69346;subset100000;
native;0;5793;subset100000;
native;0;18890;subset100000;
native;0;6852;subset100000;
native;0;245;subset100000;
native;0;99147;subset100000;
native;0;25937;subset100000;
native;0;83437;subset100000;
native;0;8741;subset100000;
native;0;43393;subset100000;
native;0;65052;subset100000;
native;0;14119;subset100000;
native;0;7793;subset100000;
native;0;54113;subset100000;
native;0;86571;subset100000;
native;0;48814;subset100000;
native;0;39374;subset100000;
native;0;53041;subset100000;
native;0;68088;subset100000;
native;0;50088;subset100000;
native;0;80616;subset100000;
native;0;46495;subset100000;
native;0;29351;subset100000;
native;0;13160;subset100000;
native;0;39139;subset100000;
native;0;56125;subset100000;
native;0;55813;subset100000;
native;0;33334;subset100000;
native;0;6612;subset100000;
native;0;36583;subset100000;
native;0;10455;subset100000;
native;0;59033;subset100000;
native;0;7076;subset100000;
native;0;14227;subset100000;
native;0;56021;subset100000;
native;0;69528;subset100000;
native;0;77587;subset100000;
native;0;21126;subset100000;
native;0;57288;subset100000;
native;0;93668;subset100000;
native;0;45431;subset100000;
native;0;51113;subset100000;
native;0;27095;subset100000;
native;0;49361;subset100000;
native;0;31928;subset100000;
native;0;23364;subset100000;
native;0;1499;subset100000;
native;0;86901;subset100000;
native;0;65195;subset100000;
native;0;41413;subset100000;
native;0;5678;subset100000;
native;0;67709;subset100000;
native;0;5756;subset100000;
native;0;58799;subset100000;
native;0;11353;subset100000;
native;0;12801;subset100000;
native;0;58937;subset100000;
native;0;42684;subset100000;
native;0;28440;subset100000;
native;0;27321;subset100000;
native;0;89565;subset100000;
native;0;46937;subset100000;
native;0;41617;subset100000;
native;0;70827;subset100000;
native;0;43191;subset100000;
native;0;96640;subset100000;
native;0;24130;subset100000;
native;0;40488;subset100000;
native;0;35906;subset100000;
native;0;20652;subset100000;
native;0;17331;subset100000;
native;0;22272;subset100000;
native;0;2327;subset100000;
native;0;63585;subset100000;
native;0;24080;subset100000;
native;0;14123;subset100000;
native;0;50086;subset100000;
native;0;84726;subset100000;
native;0;77121;subset100000;
native;0;86982;subset100000;
native;0;98076;subset100000;
native;0;56626;subset100000;
native;0;18620;subset100000;
native;0;4834;subset100000;
native;0;91091;subset100000;
native;0;17397;subset100000;
native;0;45946;subset100000;
native;0;95042;subset100000;
native;0;89160;subset100000;
native;0;17913;subset100000;
native;0;53272;subset100000;
native;0;11414;subset100000;
native;0;75425;subset100000;
native;0;10850;subset100000;
native;0;4995;subset100000;
native;0;61083;subset100000;
native;0;27678;subset100000;
native;0;79441;subset100000;
native;0;47321;subset100000;
native;0;6654;subset100000;
native;0;7688;subset100000;
native;0;21984;subset100000;
native;0;96925;subset100000;
native;0;72470;subset100000;
native;0;1062;subset100000;
native;0;98074;subset100000;
native;0;12837;subset100000;
native;0;64761;subset100000;
native;0;14397;subset100000;
native;0;71591;subset100000;
native;0;18040;subset100000;
native;0;86271;subset100000;
native;0;88080;subset100000;
native;0;92537;subset100000;
native;0;78644;subset100000;
native;0;39120;subset100000;
native;0;33231;subset100000;
native;0;75232;subset100000;
native;0;89043;subset100000;
native;0;28047;subset100000;
native;0;21753;subset100000;
native;0;27106;subset100000;
native;0;615;subset100000;
native;0;33025;subset100000;
native;0;88821;subset100000;
native;0;99761;subset100000;
native;0;29613;subset100000;
native;0;50031;subset100000;
native;0;31061;subset100000;
native;0;21483;subset100000;
native;0;960;subset100000;
native;0;16138;subset100000;
native;0;44571;subset100000;
native;0;96147;subset100000;
native;0;11508;subset100000;
native;0;61895;subset100000;
native;0;66077;subset100000;
native;0;11627;subset100000;
native;0;56529;subset100000;
native;0;44948;subset100000;
native;0;16728;subset100000;
native;0;3094;subset100000;
native;0;38110;subset100000;
native;0;81267;subset100000;
native;0;44534;subset100000;
native;0;13884;subset100000;
native;0;88276;subset100000;
native;0;41058;subset100000;
native;0;13496;subset100000;
native;0;72529;subset100000;
native;0;44793;subset100000;
native;0;73978;subset100000;
native;0;98212;subset100000;
native;0;70930;subset100000;
native;0;95617;subset100000;
native;0;18966;subset100000;
native;0;35676;subset100000;
native;0;38888;subset100000;
native;0;25280;subset100000;
native;0;81531;subset100000;
native;0;42487;subset100000;
native;0;87446;subset100000;
native;0;51099;subset100000;
native;0;91659;subset100000;
native;0;19572;subset100000;
native;0;30838;subset100000;
native;0;49617;subset100000;
native;0;8038;subset100000;
native;0;99623;subset100000;
native;0;94121;subset100000;
native;0;37532;subset100000;
native;0;38339;subset100000;
native;0;35889;subset100000;
native;0;61079;subset100000;
native;0;58530;subset100000;
native;0;30134;subset100000;
native;0;62938;subset100000;
native;0;99461;subset100000;
native;0;72472;subset100000;
native;0;10034;subset100000;
native;0;65313;subset100000;
native;0;91034;subset100000;
native;0;43560;subset100000;
native;0;29779;subset100000;
native;0;3109;subset100000;
native;0;12137;subset100000;
native;0;66602;subset100000;
native;0;86016;subset100000;
native;0;93955;subset100000;
native;0;83056;subset100000;
native;0;89221;subset100000;
native;0;89316;subset100000;
native;0;14742;subset100000;
native;0;68434;subset100000;
native;0;19500;subset100000;
native;0;7970;subset100000;
native;0;59455;subset100000;
native;0;91952;subset100000;
native;0;86045;subset100000;
native;0;48698;subset100000;
native;0;5438;subset100000;
native;0;86575;subset100000;
native;0;12210;subset100000;
native;0;71209;subset100000;
native;0;49006;subset100000;
native;0;26649;subset100000;
native;0;32332;subset100000;
native;0;6619;subset100000;
native;0;32263;subset100000;
native;0;6708;subset100000;
native;0;42385;subset100000;
native;0;48338;subset100000;
native;0;58310;subset100000;
native;0;92224;subset100000;
native;0;40497;subset100000;
native;0;27732;subset100000;
native;0;62955;subset100000;
native;0;46600;subset100000;
native;0;17608;subset100000;
native;0;13766;subset100000;
native;0;69983;subset100000;
native;0;6347;subset100000;
native;0;232;subset100000;
native;0;3657;subset100000;
native;0;78832;subset100000;
native;0;61960;subset100000;
native;0;19976;subset100000;
native;0;87677;subset100000;
native;0;28011;subset100000;
native;0;46524;subset100000;
native;0;46340;subset100000;
native;0;75237;subset100000;
native;0;76411;subset100000;
native;0;34934;subset100000;
native;0;1216;subset100000;
native;0;21605;subset100000;
native;0;47385;subset100000;
native;0;73621;subset100000;
native;0;88553;subset100000;
native;0;30448;subset100000;
native;0;48181;subset100000;
native;0;77894;subset100000;
native;0;88738;subset100000;
native;0;9988;subset100000;
native;0;92489;subset100000;
native;0;73567;subset100000;
native;0;47909;subset100000;
native;0;21829;subset100000;
native;0;79648;subset100000;
native;0;81541;subset100000;
native;0;32424;subset100000;
native;0;83275;subset100000;
native;0;66093;subset100000;
native;0;10229;subset100000;
native;0;71070;subset100000;
native;0;69706;subset100000;
native;0;97394;subset100000;
native;0;60363;subset100000;
native;0;48903;subset100000;
native;0;4327;subset100000;
native;0;5943;subset100000;
native;0;75379;subset100000;
native;0;41347;subset100000;
native;0;31739;subset100000;
native;0;62682;subset100000;
native;0;90237;subset100000;
native;0;82108;subset100000;
native;0;43728;subset100000;
native;0;15942;subset100000;
native;0;34942;subset100000;
native;0;67236;subset100000;
native;0;71660;subset100000;
native;0;36973;subset100000;
native;1;41506;subset100000;
native;0;26489;subset100000;
native;0;65819;subset100000;
native;0;60443;subset100000;
native;0;11551;subset100000;
native;0;89661;subset100000;
native;0;31263;subset100000;
native;0;3886;subset100000;
native;0;15946;subset100000;
native;0;53073;subset100000;
native;0;52645;subset100000;
native;0;51423;subset100000;
native;0;65707;subset100000;
native;0;21069;subset100000;
native;0;70400;subset100000;
native;0;78939;subset100000;
native;0;3879;subset100000;
native;0;24847;subset100000;
native;0;57833;subset100000;
native;0;33913;subset100000;
native;0;22315;subset100000;
native;0;4086;subset100000;
native;0;95444;subset100000;
native;0;24566;subset100000;
native;0;16912;subset100000;
native;0;602;subset100000;
native;0;88371;subset100000;
native;0;62089;subset100000;
native;0;51928;subset100000;
native;0;92663;subset100000;
native;0;25375;subset100000;
native;0;7151;subset100000;
native;0;28130;subset100000;
native;0;8962;subset100000;
native;0;59768;subset100000;
native;0;2678;subset100000;
native;0;23336;subset100000;
native;0;90214;subset100000;
native;0;52771;subset100000;
native;0;44651;subset100000;
native;0;77323;subset100000;
native;0;58883;subset100000;
native;0;45264;subset100000;
native;0;11052;subset100000;
native;0;23418;subset100000;
native;0;53850;subset100000;
native;0;38529;subset100000;
native;0;79653;subset100000;
native;0;53305;subset100000;
native;0;20619;subset100000;
native;0;5657;subset100000;
native;0;78350;subset100000;
native;0;29962;subset100000;
native;0;57493;subset100000;
native;0;20426;subset100000;
native;0;21261;subset100000;
native;0;75353;subset100000;
native;0;73069;subset100000;
native;0;22582;subset100000;
native;0;31762;subset100000;
native;0;40421;subset100000;
native;0;30617;subset100000;
native;0;52446;subset100000;
native;0;87420;subset100000;
native;0;7024;subset100000;
native;0;25918;subset100000;
native;0;19589;subset100000;
native;0;85179;subset100000;
native;0;83729;subset100000;
native;0;31132;subset100000;
native;0;44186;subset100000;
native;0;52330;subset100000;
native;0;19829;subset100000;
native;0;42945;subset100000;
native;0;11672;subset100000;
native;0;86587;subset100000;
native;0;56176;subset100000;
native;0;87884;subset100000;
native;0;67182;subset100000;
native;0;94953;subset100000;
native;0;39042;subset100000;
native;0;79537;subset100000;
native;0;7171;subset100000;
native;0;7299;subset100000;
native;0;32741;subset100000;
native;0;23952;subset100000;
native;0;46128;subset100000;
native;0;97562;subset100000;
native;0;72296;subset100000;
native;0;30873;subset100000;
native;0;95213;subset100000;
native;0;27081;subset100000;
native;0;96955;subset100000;
native;0;69538;subset100000;
native;0;58309;subset100000;
native;0;23505;subset100000;
native;0;90379;subset100000;
native;0;97165;subset100000;
native;0;50812;subset100000;
native;0;71060;subset100000;
native;0;44215;subset100000;
native;0;74843;subset100000;
native;0;95390;subset100000;
native;0;46417;subset100000;
native;0;14263;subset100000;
native;0;51663;subset100000;
native;0;4869;subset100000;
native;0;90498;subset100000;
native;0;78154;subset100000;
native;0;85420;subset100000;
native;0;91853;subset100000;
native;0;38009;subset100000;
native;0;39537;subset100000;
native;0;96518;subset100000;
native;0;21607;subset100000;
native;0;58286;subset100000;
native;0;76126;subset100000;
native;0;79531;subset100000;
native;0;91662;subset100000;
native;0;36822;subset100000;
native;0;55418;subset100000;
native;0;54131;subset100000;
native;0;13802;subset100000;
native;0;16555;subset100000;
native;0;8119;subset100000;
native;0;78502;subset100000;
native;0;38502;subset100000;
native;0;74342;subset100000;
native;0;67174;subset100000;
native;0;83363;subset100000;
native;0;8890;subset100000;
native;0;52902;subset100000;
native;0;98380;subset100000;
native;0;97806;subset100000;
native;0;14231;subset100000;
native;0;27445;subset100000;
native;0;18664;subset100000;
native;0;95621;subset100000;
native;0;2234;subset100000;
native;0;65840;subset100000;
native;0;95114;subset100000;
native;0;41272;subset100000;
native;0;54600;subset100000;
native;0;19694;subset100000;
native;0;78450;subset100000;
native;0;98309;subset100000;
native;0;64035;subset100000;
native;0;6710;subset100000;
native;0;24081;subset100000;
native;0;76435;subset100000;
native;0;10211;subset100000;
native;0;91986;subset100000;
native;0;50619;subset100000;
native;0;98697;subset100000;
native;0;56665;subset100000;
native;0;58223;subset100000;
native;0;27359;subset100000;
native;0;78699;subset100000;
native;0;47090;subset100000;
native;0;18860;subset100000;
native;0;11802;subset100000;
native;0;38841;subset100000;
native;0;89363;subset100000;
native;0;21497;subset100000;
native;0;5417;subset100000;
native;0;79261;subset100000;
native;0;38283;subset100000;
native;0;2527;subset100000;
native;0;78582;subset100000;
native;0;34511;subset100000;
native;0;50714;subset100000;
native;0;79932;subset100000;
native;0;61108;subset100000;
native;0;78945;subset100000;
native;0;95540;subset100000;
native;0;24786;subset100000;
native;0;43689;subset100000;
native;0;71816;subset100000;
native;0;8005;subset100000;
native;0;6802;subset100000;
native;0;28122;subset100000;
native;0;94565;subset100000;
native;0;16085;subset100000;
native;0;14032;subset100000;
native;0;56171;subset100000;
native;0;93246;subset100000;
native;0;74966;subset100000;
native;0;1431;subset100000;
native;0;46491;subset100000;
native;0;20374;subset100000;
native;0;85665;subset100000;
native;0;78418;subset100000;
native;0;42412;subset100000;
native;0;98693;subset100000;
native;0;46111;subset100000;
native;0;21512;subset100000;
native;0;43203;subset100000;
native;0;67738;subset100000;
native;0;71159;subset100000;
native;0;53270;subset100000;
native;0;70561;subset100000;
native;0;71954;subset100000;
native;0;87374;subset100000;
native;0;35178;subset100000;
native;0;12128;subset100000;
native;0;37204;subset100000;
native;0;13413;subset100000;
native;0;57716;subset100000;
native;0;92386;subset100000;
native;0;25885;subset100000;
native;0;23482;subset100000;
native;0;38701;subset100000;
native;0;84872;subset100000;
native;0;69422;subset100000;
native;0;73443;subset100000;
native;0;85550;subset100000;
native;0;47551;subset100000;
native;0;67596;subset100000;
native;0;80979;subset100000;
native;0;62937;subset100000;
native;0;15677;subset100000;
native;0;55115;subset100000;
native;0;3662;subset100000;
native;0;65545;subset100000;
native;0;9789;subset100000;
native;0;14713;subset100000;
native;0;67740;subset100000;
native;0;97944;subset100000;
native;0;22279;subset100000;
native;0;28524;subset100000;
native;0;67923;subset100000;
native;0;2218;subset100000;
native;0;50675;subset100000;
native;0;44142;subset100000;
native;0;81965;subset100000;
native;0;76350;subset100000;
native;0;1867;subset100000;
native;0;91529;subset100000;
native;0;33457;subset100000;
native;0;90519;subset100000;
native;0;95988;subset100000;
native;0;52782;subset100000;
native;0;56486;subset100000;
native;0;87654;subset100000;
native;0;3092;subset100000;
native;0;60362;subset100000;
native;0;4273;subset100000;
native;0;77997;subset100000;
native;0;82791;subset100000;
native;0;32141;subset100000;
native;0;19342;subset100000;
native;0;97517;subset100000;
native;0;96257;subset100000;
native;0;36949;subset100000;
native;0;85637;subset100000;
native;0;59163;subset100000;
native;0;45055;subset100000;
native;0;54058;subset100000;
native;0;56287;subset100000;
native;0;55808;subset100000;
native;0;51615;subset100000;
native;0;44249;subset100000;
native;0;31560;subset100000;
native;0;10075;subset100000;
native;0;28872;subset100000;
native;0;37025;subset100000;
native;0;86970;subset100000;
native;0;1943;subset100000;
native;0;79469;subset100000;
native;0;97652;subset100000;
native;0;21767;subset100000;
native;0;63258;subset100000;
native;0;12873;subset100000;
native;0;7424;subset100000;
native;0;87366;subset100000;
native;0;61563;subset100000;
native;0;81917;subset100000;
native;0;43488;subset100000;
native;0;97021;subset100000;
native;0;36063;subset100000;
native;0;1533;subset100000;
native;0;48899;subset100000;
native;0;85923;subset100000;
native;0;79672;subset100000;
native;0;2184;subset100000;
native;0;29468;subset100000;
native;0;23561;subset100000;
native;0;95107;subset100000;
native;0;22184;subset100000;
native;0;45698;subset100000;
native;0;51683;subset100000;
native;0;99926;subset100000;
native;0;16470;subset100000;
native;0;62510;subset100000;
native;0;7207;subset100000;
native;0;27246;subset100000;
native;0;97452;subset100000;
native;0;18290;subset100000;
native;0;63004;subset100000;
native;0;20388;subset100000;
native;0;91940;subset100000;
native;0;52153;subset100000;
native;0;10438;subset100000;
native;0;58873;subset100000;
native;0;17224;subset100000;
native;0;11133;subset100000;
native;0;79406;subset100000;
native;0;33136;subset100000;
native;0;21314;subset100000;
native;0;82892;subset100000;
native;0;42751;subset100000;
native;0;20882;subset100000;
native;0;79390;subset100000;
native;0;72615;subset100000;
native;0;24242;subset100000;
native;0;92864;subset100000;
native;0;72149;subset100000;
native;0;47011;subset100000;
native;0;15955;subset100000;
native;0;86708;subset100000;
native;0;79848;subset100000;
native;0;80534;subset100000;
native;0;92761;subset100000;
native;0;9527;subset100000;
native;0;85293;subset100000;
native;0;19823;subset100000;
native;0;89418;subset100000;
native;0;98034;subset100000;
native;0;70160;subset100000;
native;0;58128;subset100000;
native;0;83462;subset100000;
native;0;41164;subset100000;
native;0;72201;subset100000;
native;0;32523;subset100000;
native;0;89999;subset100000;
native;0;43501;subset100000;
native;0;91558;subset100000;
native;0;57783;subset100000;
native;0;22965;subset100000;
native;0;64465;subset100000;
native;0;89153;subset100000;
native;0;12535;subset100000;
native;0;52488;subset100000;
native;0;53709;subset100000;
native;0;48942;subset100000;
native;0;92661;subset100000;
native;0;32399;subset100000;
native;0;63152;subset100000;
native;0;20923;subset100000;
native;0;42265;subset100000;
native;0;16643;subset100000;
native;0;37102;subset100000;
native;0;3575;subset100000;
native;0;45595;subset100000;
native;0;91078;subset100000;
native;0;73802;subset100000;
native;0;83751;subset100000;
native;0;45878;subset100000;
native;0;58541;subset100000;
native;0;74199;subset100000;
native;0;95551;subset100000;
native;0;12096;subset100000;
native;0;55588;subset100000;
native;0;42690;subset100000;
native;0;25941;subset100000;
native;0;1392;subset100000;
native;0;84959;subset100000;
native;0;66841;subset100000;
native;0;92623;subset100000;
native;0;82725;subset100000;
native;0;23195;subset100000;
native;0;8181;subset100000;
native;0;51264;subset100000;
native;0;96004;subset100000;
native;0;26687;subset100000;
native;0;17436;subset100000;
native;0;48295;subset100000;
native;0;69315;subset100000;
native;0;93147;subset100000;
native;0;77927;subset100000;
native;0;63050;subset100000;
native;0;74519;subset100000;
native;0;1644;subset100000;
native;0;54099;subset100000;
native;0;63065;subset100000;
native;0;55877;subset100000;
native;0;59843;subset100000;
native;0;41949;subset100000;
native;0;75360;subset100000;
native;0;49228;subset100000;
native;0;59348;subset100000;
native;0;6123;subset100000;
native;0;84891;subset100000;
native;0;89354;subset100000;
native;0;49812;subset100000;
native;0;16662;subset100000;
native;0;56092;subset100000;
native;0;61931;subset100000;
native;0;86310;subset100000;
native;0;62593;subset100000;
native;0;82728;subset100000;
native;0;64815;subset100000;
native;0;37508;subset100000;
native;0;95222;subset100000;
native;0;36725;subset100000;
native;0;33402;subset100000;
native;0;8208;subset100000;
native;0;30797;subset100000;
native;0;96924;subset100000;
native;0;77998;subset100000;
native;0;53276;subset100000;
native;0;97853;subset100000;
native;0;63858;subset100000;
native;0;73369;subset100000;
native;0;70308;subset100000;
native;0;9992;subset100000;
native;0;39999;subset100000;
native;0;68505;subset100000;
native;0;19364;subset100000;
native;0;16663;subset100000;
native;0;16883;subset100000;
native;0;76819;subset100000;
native;0;65539;subset100000;
native;0;31631;subset100000;
native;0;15800;subset100000;
native;0;95845;subset100000;
native;0;69964;subset100000;
native;0;89185;subset100000;
native;0;64738;subset100000;
native;0;63470;subset100000;
native;0;59982;subset100000;
native;0;10722;subset100000;
native;0;69434;subset100000;
native;0;90169;subset100000;
native;0;57869;subset100000;
native;0;50358;subset100000;
native;0;15301;subset100000;
native;0;42940;subset100000;
native;0;92688;subset100000;
native;0;80820;subset100000;
native;0;97290;subset100000;
native;0;10601;subset100000;
native;0;53382;subset100000;
native;0;58442;subset100000;
native;0;89795;subset100000;
native;0;28575;subset100000;
native;0;89968;subset100000;
native;0;34428;subset100000;
native;0;85243;subset100000;
native;0;91435;subset100000;
native;0;78573;subset100000;
native;0;67012;subset100000;
native;0;81915;subset100000;
native;0;76345;subset100000;
native;0;97933;subset100000;
native;0;17895;subset100000;
native;0;9118;subset100000;
native;0;90772;subset100000;
native;0;46516;subset100000;
native;0;85951;subset100000;
native;0;30857;subset100000;
native;0;74135;subset100000;
native;0;64669;subset100000;
native;0;52950;subset100000;
native;0;14136;subset100000;
native;0;15115;subset100000;
native;0;6408;subset100000;
native;0;34566;subset100000;
native;0;95637;subset100000;
native;0;26902;subset100000;
native;0;66102;subset100000;
native;0;2399;subset100000;
native;0;76938;subset100000;
native;0;86665;subset100000;
native;0;39036;subset100000;
native;0;47337;subset100000;
native;0;34972;subset100000;
native;0;74689;subset100000;
native;0;10583;subset100000;
native;0;24545;subset100000;
native;0;16274;subset100000;
native;0;58915;subset100000;
native;0;84577;subset100000;
native;0;35669;subset100000;
native;0;80344;subset100000;
native;0;26586;subset100000;
native;0;25023;subset100000;
native;0;69289;subset100000;
native;0;6583;subset100000;
native;0;86418;subset100000;
native;0;67769;subset100000;
native;0;17377;subset100000;
native;0;41070;subset100000;
native;0;20401;subset100000;
native;0;11710;subset100000;
native;0;29839;subset100000;
native;0;55453;subset100000;
native;0;7334;subset100000;
native;0;64567;subset100000;
native;0;86983;subset100000;
native;0;41574;subset100000;
native;0;86230;subset100000;
native;0;65629;subset100000;
native;0;54634;subset100000;
native;0;3089;subset100000;
native;0;13678;subset100000;
native;0;44480;subset100000;
native;0;98558;subset100000;
native;0;9102;subset100000;
native;0;27729;subset100000;
native;0;75836;subset100000;
native;0;66272;subset100000;
native;0;98997;subset100000;
native;0;45234;subset100000;
native;0;13474;subset100000;
native;0;68280;subset100000;
native;0;61917;subset100000;
native;0;86023;subset100000;
native;0;23177;subset100000;
native;0;97783;subset100000;
native;0;71398;subset100000;
native;0;53339;subset100000;
native;0;23347;subset100000;
native;0;83101;subset100000;
native;0;3424;subset100000;
native;0;59240;subset100000;
native;0;87205;subset100000;
native;0;18226;subset100000;
native;0;8968;subset100000;
native;0;35462;subset100000;
native;0;44936;subset100000;
native;0;81859;subset100000;
native;0;93575;subset100000;
native;0;3924;subset100000;
native;0;89259;subset100000;
native;0;46874;subset100000;
native;0;99852;subset100000;
native;0;27527;subset100000;
native;0;69715;subset100000;
native;0;38003;subset100000;
native;0;20495;subset100000;
native;0;98003;subset100000;
native;0;18314;subset100000;
native;0;9345;subset100000;
native;0;36239;subset100000;
native;0;31659;subset100000;
native;0;58064;subset100000;
native;0;67351;subset100000;
native;0;98640;subset100000;
native;0;43719;subset100000;
native;0;13231;subset100000;
native;0;87982;subset100000;
native;0;43602;subset100000;
native;0;28269;subset100000;
native;0;3952;subset100000;
native;0;26316;subset100000;
native;0;57776;subset100000;
native;0;31376;subset100000;
native;0;70391;subset100000;
native;0;45122;subset100000;
native;0;47037;subset100000;
native;0;44743;subset100000;
native;0;43221;subset100000;
native;0;68787;subset100000;
native;0;54519;subset100000;
native;0;2384;subset100000;
native;0;51844;subset100000;
native;0;83083;subset100000;
native;0;19086;subset100000;
native;0;41427;subset100000;
native;0;16254;subset100000;
native;0;42817;subset100000;
native;0;49089;subset100000;
native;0;10481;subset100000;
native;0;90623;subset100000;
native;0;31866;subset100000;
native;0;5831;subset100000;
native;0;26165;subset100000;
native;0;77279;subset100000;
native;0;75806;subset100000;
native;0;97718;subset100000;
native;0;81232;subset100000;
native;0;88965;subset100000;
native;0;40424;subset100000;
native;0;53971;subset100000;
native;0;99858;subset100000;
native;0;97834;subset100000;
native;0;72094;subset100000;
native;0;45019;subset100000;
native;0;14677;subset100000;
native;0;15825;subset100000;
native;0;9180;subset100000;
native;0;29950;subset100000;
native;0;6328;subset100000;
native;0;19814;subset100000;
native;0;29612;subset100000;
native;0;4319;subset100000;
native;0;36163;subset100000;
native;0;88664;subset100000;
native;0;19146;subset100000;
native;0;59845;subset100000;
native;0;29112;subset100000;
native;0;30454;subset100000;
native;0;31518;subset100000;
native;0;53232;subset100000;
native;0;5694;subset100000;
native;0;73145;subset100000;
native;0;83794;subset100000;
native;0;15823;subset100000;
native;0;38839;subset100000;
native;0;44915;subset100000;
native;0;70806;subset100000;
native;0;5642;subset100000;
native;0;60158;subset100000;
native;0;54803;subset100000;
native;0;31374;subset100000;
native;0;38693;subset100000;
native;0;39802;subset100000;
native;0;25968;subset100000;
native;0;54030;subset100000;
native;0;88544;subset100000;
native;0;91840;subset100000;
native;0;40550;subset100000;
native;0;56566;subset100000;
native;0;41137;subset100000;
native;0;27767;subset100000;
native;0;47026;subset100000;
native;0;82433;subset100000;
native;0;77590;subset100000;
native;0;83351;subset100000;
native;0;49166;subset100000;
native;0;85374;subset100000;
native;0;52705;subset100000;
native;0;25140;subset100000;
native;0;15274;subset100000;
native;0;8472;subset100000;
native;0;71585;subset100000;
native;0;95152;subset100000;
native;0;78687;subset100000;
native;0;52711;subset100000;
native;0;49539;subset100000;
native;0;40617;subset100000;
native;0;37078;subset100000;
native;0;57082;subset100000;
native;0;9018;subset100000;
native;0;28746;subset100000;
native;0;995;subset100000;
native;0;75722;subset100000;
native;0;8018;subset100000;
native;0;71846;subset100000;
native;0;94451;subset100000;
native;0;29325;subset100000;
native;0;66172;subset100000;
native;0;54672;subset100000;
native;0;24315;subset100000;
native;0;95714;subset100000;
native;0;54100;subset100000;
native;0;98937;subset100000;
native;0;33030;subset100000;
native;0;86274;subset100000;
native;0;61218;subset100000;
native;0;24912;subset100000;
native;0;90838;subset100000;
native;0;99796;subset100000;
native;0;77623;subset100000;
native;0;21056;subset100000;
native;0;53951;subset100000;
native;0;14629;subset100000;
native;0;72322;subset100000;
native;0;5850;subset100000;
native;0;78639;subset100000;
native;0;16612;subset100000;
native;0;66835;subset100000;
native;0;52697;subset100000;
native;0;38725;subset100000;
native;0;38020;subset100000;
native;0;44992;subset100000;
native;0;11929;subset100000;
native;0;25601;subset100000;
native;0;53978;subset100000;
native;0;79144;subset100000;
native;0;97711;subset100000;
native;0;96725;subset100000;
native;0;63344;subset100000;
native;0;92601;subset100000;
native;0;28026;subset100000;
native;0;86758;subset100000;
native;0;52310;subset100000;
native;0;30586;subset100000;
native;0;60514;subset100000;
native;0;949;subset100000;
