Estructura;Tiempos;ID;SetDatos
compressedDense;0;6701457;subset10000000;
compressedDense;0;6046941;subset10000000;
compressedDense;0;1887723;subset10000000;
compressedDense;0;1967256;subset10000000;
compressedDense;0;2278534;subset10000000;
compressedDense;0;2764708;subset10000000;
compressedDense;0;2754284;subset10000000;
compressedDense;0;6112627;subset10000000;
compressedDense;0;2772752;subset10000000;
compressedDense;0;378246;subset10000000;
compressedDense;0;4806186;subset10000000;
compressedDense;0;7983260;subset10000000;
compressedDense;0;4763633;subset10000000;
compressedDense;0;58035;subset10000000;
compressedDense;0;7292329;subset10000000;
compressedDense;0;8669650;subset10000000;
compressedDense;0;6509958;subset10000000;
compressedDense;0;7737283;subset10000000;
compressedDense;0;2986668;subset10000000;
compressedDense;0;6221907;subset10000000;
compressedDense;0;409289;subset10000000;
compressedDense;0;1593977;subset10000000;
compressedDense;0;763604;subset10000000;
compressedDense;0;5046495;subset10000000;
compressedDense;0;7381698;subset10000000;
compressedDense;0;5055321;subset10000000;
compressedDense;0;6415122;subset10000000;
compressedDense;0;2140429;subset10000000;
compressedDense;0;1531138;subset10000000;
compressedDense;0;96380;subset10000000;
compressedDense;0;1854680;subset10000000;
compressedDense;0;5920863;subset10000000;
compressedDense;0;7856373;subset10000000;
compressedDense;0;1389821;subset10000000;
compressedDense;0;4729901;subset10000000;
compressedDense;0;1957113;subset10000000;
compressedDense;0;2527026;subset10000000;
compressedDense;0;4867770;subset10000000;
compressedDense;0;4626093;subset10000000;
compressedDense;0;1633045;subset10000000;
compressedDense;0;8330845;subset10000000;
compressedDense;0;2646232;subset10000000;
compressedDense;0;3848739;subset10000000;
compressedDense;0;4777064;subset10000000;
compressedDense;1;1255518;subset10000000;
compressedDense;0;1414020;subset10000000;
compressedDense;0;8917959;subset10000000;
compressedDense;0;5279316;subset10000000;
compressedDense;0;7892897;subset10000000;
compressedDense;0;7973402;subset10000000;
compressedDense;0;3975117;subset10000000;
compressedDense;0;9607597;subset10000000;
compressedDense;0;3278142;subset10000000;
compressedDense;0;3125608;subset10000000;
compressedDense;0;5600311;subset10000000;
compressedDense;0;8107381;subset10000000;
compressedDense;0;8435858;subset10000000;
compressedDense;0;8328774;subset10000000;
compressedDense;0;2240174;subset10000000;
compressedDense;0;9194110;subset10000000;
compressedDense;0;1378482;subset10000000;
compressedDense;0;3039653;subset10000000;
compressedDense;0;7822086;subset10000000;
compressedDense;0;127081;subset10000000;
compressedDense;0;1618451;subset10000000;
compressedDense;0;3844051;subset10000000;
compressedDense;0;8625904;subset10000000;
compressedDense;0;1807559;subset10000000;
compressedDense;0;2081792;subset10000000;
compressedDense;0;915661;subset10000000;
compressedDense;0;501;subset10000000;
compressedDense;0;3968969;subset10000000;
compressedDense;0;7078094;subset10000000;
compressedDense;0;1845920;subset10000000;
compressedDense;0;746886;subset10000000;
compressedDense;0;3902764;subset10000000;
compressedDense;0;9525092;subset10000000;
compressedDense;0;9181358;subset10000000;
compressedDense;0;6020043;subset10000000;
compressedDense;0;5590553;subset10000000;
compressedDense;0;2638651;subset10000000;
compressedDense;0;4684340;subset10000000;
compressedDense;0;777005;subset10000000;
compressedDense;0;4860069;subset10000000;
compressedDense;0;2067812;subset10000000;
compressedDense;0;619540;subset10000000;
compressedDense;0;2643402;subset10000000;
compressedDense;0;5058975;subset10000000;
compressedDense;0;7771165;subset10000000;
compressedDense;0;3868413;subset10000000;
compressedDense;0;3041004;subset10000000;
compressedDense;0;1394533;subset10000000;
compressedDense;0;1859401;subset10000000;
compressedDense;0;1491572;subset10000000;
compressedDense;0;37585;subset10000000;
compressedDense;0;7189256;subset10000000;
compressedDense;0;2660844;subset10000000;
compressedDense;0;390062;subset10000000;
compressedDense;0;5534638;subset10000000;
compressedDense;0;6794800;subset10000000;
compressedDense;0;8474970;subset10000000;
compressedDense;0;7379940;subset10000000;
compressedDense;0;3686568;subset10000000;
compressedDense;0;7792625;subset10000000;
compressedDense;0;526791;subset10000000;
compressedDense;0;9245390;subset10000000;
compressedDense;0;5716164;subset10000000;
compressedDense;0;2778589;subset10000000;
compressedDense;0;1095431;subset10000000;
compressedDense;0;2130490;subset10000000;
compressedDense;0;3463439;subset10000000;
compressedDense;0;8106332;subset10000000;
compressedDense;0;9087274;subset10000000;
compressedDense;0;1862710;subset10000000;
compressedDense;0;3600021;subset10000000;
compressedDense;0;7437649;subset10000000;
compressedDense;0;8287696;subset10000000;
compressedDense;0;7361593;subset10000000;
compressedDense;0;2158803;subset10000000;
compressedDense;0;225394;subset10000000;
compressedDense;0;9859704;subset10000000;
compressedDense;0;3630898;subset10000000;
compressedDense;0;2527494;subset10000000;
compressedDense;0;1319699;subset10000000;
compressedDense;0;8204172;subset10000000;
compressedDense;0;1965328;subset10000000;
compressedDense;0;1561382;subset10000000;
compressedDense;0;5850451;subset10000000;
compressedDense;0;8928999;subset10000000;
compressedDense;0;8237088;subset10000000;
compressedDense;0;4968971;subset10000000;
compressedDense;0;7942670;subset10000000;
compressedDense;0;1950276;subset10000000;
compressedDense;0;7478697;subset10000000;
compressedDense;0;4012447;subset10000000;
compressedDense;0;8901764;subset10000000;
compressedDense;0;7312306;subset10000000;
compressedDense;0;5033031;subset10000000;
compressedDense;0;9100016;subset10000000;
compressedDense;0;491;subset10000000;
compressedDense;0;6037937;subset10000000;
compressedDense;0;6412738;subset10000000;
compressedDense;0;4284444;subset10000000;
compressedDense;0;5199008;subset10000000;
compressedDense;0;916471;subset10000000;
compressedDense;0;2188696;subset10000000;
compressedDense;0;4782272;subset10000000;
compressedDense;0;1487369;subset10000000;
compressedDense;0;8329522;subset10000000;
compressedDense;0;2550719;subset10000000;
compressedDense;0;1440211;subset10000000;
compressedDense;0;7637579;subset10000000;
compressedDense;0;2761933;subset10000000;
compressedDense;0;8232278;subset10000000;
compressedDense;0;7932582;subset10000000;
compressedDense;0;3538100;subset10000000;
compressedDense;0;4287954;subset10000000;
compressedDense;0;246352;subset10000000;
compressedDense;0;262493;subset10000000;
compressedDense;0;5509732;subset10000000;
compressedDense;0;5015645;subset10000000;
compressedDense;0;4357053;subset10000000;
compressedDense;0;7983668;subset10000000;
compressedDense;0;459531;subset10000000;
compressedDense;0;7266371;subset10000000;
compressedDense;0;1917190;subset10000000;
compressedDense;0;2232086;subset10000000;
compressedDense;0;5423637;subset10000000;
compressedDense;0;8347956;subset10000000;
compressedDense;0;4348952;subset10000000;
compressedDense;0;7696162;subset10000000;
compressedDense;0;1053818;subset10000000;
compressedDense;0;2258219;subset10000000;
compressedDense;0;336830;subset10000000;
compressedDense;0;8146320;subset10000000;
compressedDense;0;4137312;subset10000000;
compressedDense;0;2762369;subset10000000;
compressedDense;0;8049514;subset10000000;
compressedDense;0;6785004;subset10000000;
compressedDense;0;2757423;subset10000000;
compressedDense;0;2660103;subset10000000;
compressedDense;0;2440221;subset10000000;
compressedDense;0;2226143;subset10000000;
compressedDense;0;4615861;subset10000000;
compressedDense;0;8210436;subset10000000;
compressedDense;0;4237853;subset10000000;
compressedDense;0;4340825;subset10000000;
compressedDense;0;6971390;subset10000000;
compressedDense;0;4322995;subset10000000;
compressedDense;0;2679136;subset10000000;
compressedDense;0;5743522;subset10000000;
compressedDense;0;8338098;subset10000000;
compressedDense;0;775810;subset10000000;
compressedDense;0;5825130;subset10000000;
compressedDense;0;2361458;subset10000000;
compressedDense;0;583280;subset10000000;
compressedDense;0;1649606;subset10000000;
compressedDense;0;6868890;subset10000000;
compressedDense;0;6998641;subset10000000;
compressedDense;0;7114213;subset10000000;
compressedDense;0;3255250;subset10000000;
compressedDense;0;4455775;subset10000000;
compressedDense;0;1871556;subset10000000;
compressedDense;0;4890743;subset10000000;
compressedDense;0;8485257;subset10000000;
compressedDense;0;5977868;subset10000000;
compressedDense;0;5710685;subset10000000;
compressedDense;0;2785167;subset10000000;
compressedDense;0;4918009;subset10000000;
compressedDense;0;5042041;subset10000000;
compressedDense;0;5212765;subset10000000;
compressedDense;0;8649051;subset10000000;
compressedDense;0;475416;subset10000000;
compressedDense;0;7985595;subset10000000;
compressedDense;0;6137218;subset10000000;
compressedDense;0;8926329;subset10000000;
compressedDense;0;837215;subset10000000;
compressedDense;0;7791699;subset10000000;
compressedDense;0;1768405;subset10000000;
compressedDense;0;2613788;subset10000000;
compressedDense;0;8735881;subset10000000;
compressedDense;0;2467048;subset10000000;
compressedDense;0;1462923;subset10000000;
compressedDense;0;8757554;subset10000000;
compressedDense;0;6283258;subset10000000;
compressedDense;0;5224130;subset10000000;
compressedDense;0;1860552;subset10000000;
compressedDense;0;5430968;subset10000000;
compressedDense;0;1300027;subset10000000;
compressedDense;0;4860469;subset10000000;
compressedDense;0;951533;subset10000000;
compressedDense;0;157485;subset10000000;
compressedDense;0;5377379;subset10000000;
compressedDense;0;5518502;subset10000000;
compressedDense;0;1315400;subset10000000;
compressedDense;0;4612069;subset10000000;
compressedDense;0;4771288;subset10000000;
compressedDense;0;5521035;subset10000000;
compressedDense;0;5532140;subset10000000;
compressedDense;0;2736315;subset10000000;
compressedDense;0;8614371;subset10000000;
compressedDense;0;4314631;subset10000000;
compressedDense;0;8798742;subset10000000;
compressedDense;0;3319658;subset10000000;
compressedDense;0;1183140;subset10000000;
compressedDense;0;6216375;subset10000000;
compressedDense;0;8501749;subset10000000;
compressedDense;0;424156;subset10000000;
compressedDense;0;8265441;subset10000000;
compressedDense;0;7229373;subset10000000;
compressedDense;0;1275137;subset10000000;
compressedDense;0;705826;subset10000000;
compressedDense;0;9017462;subset10000000;
compressedDense;0;9179662;subset10000000;
compressedDense;0;8858979;subset10000000;
compressedDense;0;7167065;subset10000000;
compressedDense;0;8178832;subset10000000;
compressedDense;0;727719;subset10000000;
compressedDense;0;2440199;subset10000000;
compressedDense;0;5137081;subset10000000;
compressedDense;0;9793866;subset10000000;
compressedDense;0;1290093;subset10000000;
compressedDense;0;4186271;subset10000000;
compressedDense;0;7849643;subset10000000;
compressedDense;0;6365296;subset10000000;
compressedDense;0;6438383;subset10000000;
compressedDense;0;739190;subset10000000;
compressedDense;0;4506072;subset10000000;
compressedDense;0;2661329;subset10000000;
compressedDense;0;5451147;subset10000000;
compressedDense;0;2948589;subset10000000;
compressedDense;0;9144446;subset10000000;
compressedDense;0;4396985;subset10000000;
compressedDense;0;9262498;subset10000000;
compressedDense;0;5627469;subset10000000;
compressedDense;0;507606;subset10000000;
compressedDense;0;1414899;subset10000000;
compressedDense;0;1036967;subset10000000;
compressedDense;0;7004089;subset10000000;
compressedDense;0;3308114;subset10000000;
compressedDense;0;4760013;subset10000000;
compressedDense;0;6603118;subset10000000;
compressedDense;0;8020219;subset10000000;
compressedDense;0;1029069;subset10000000;
compressedDense;1;1567144;subset10000000;
compressedDense;0;2459005;subset10000000;
compressedDense;0;8154912;subset10000000;
compressedDense;0;9013060;subset10000000;
compressedDense;0;4096448;subset10000000;
compressedDense;0;1694181;subset10000000;
compressedDense;0;2653012;subset10000000;
compressedDense;0;2339189;subset10000000;
compressedDense;0;1402210;subset10000000;
compressedDense;0;8925008;subset10000000;
compressedDense;0;5678886;subset10000000;
compressedDense;0;563068;subset10000000;
compressedDense;0;5966059;subset10000000;
compressedDense;0;3499478;subset10000000;
compressedDense;0;144868;subset10000000;
compressedDense;0;513949;subset10000000;
compressedDense;0;172083;subset10000000;
compressedDense;0;5404236;subset10000000;
compressedDense;0;6175445;subset10000000;
compressedDense;0;8555599;subset10000000;
compressedDense;0;127971;subset10000000;
compressedDense;0;3845604;subset10000000;
compressedDense;0;3285864;subset10000000;
compressedDense;0;2746497;subset10000000;
compressedDense;0;9027919;subset10000000;
compressedDense;0;1373279;subset10000000;
compressedDense;0;8546751;subset10000000;
compressedDense;0;9044544;subset10000000;
compressedDense;0;4168808;subset10000000;
compressedDense;0;8452108;subset10000000;
compressedDense;0;3285174;subset10000000;
compressedDense;0;5273281;subset10000000;
compressedDense;0;554178;subset10000000;
compressedDense;0;9567350;subset10000000;
compressedDense;0;2492513;subset10000000;
compressedDense;0;4861147;subset10000000;
compressedDense;0;1577829;subset10000000;
compressedDense;0;300762;subset10000000;
compressedDense;0;3874306;subset10000000;
compressedDense;0;782651;subset10000000;
compressedDense;0;3993102;subset10000000;
compressedDense;0;7721175;subset10000000;
compressedDense;0;1584493;subset10000000;
compressedDense;0;678821;subset10000000;
compressedDense;0;3846638;subset10000000;
compressedDense;0;967767;subset10000000;
compressedDense;0;6952135;subset10000000;
compressedDense;0;1713363;subset10000000;
compressedDense;0;6045430;subset10000000;
compressedDense;0;5831197;subset10000000;
compressedDense;0;2547987;subset10000000;
compressedDense;0;2898841;subset10000000;
compressedDense;0;5744610;subset10000000;
compressedDense;0;7020111;subset10000000;
compressedDense;0;2262241;subset10000000;
compressedDense;0;6035264;subset10000000;
compressedDense;0;1678781;subset10000000;
compressedDense;0;2010943;subset10000000;
compressedDense;0;8166070;subset10000000;
compressedDense;0;348212;subset10000000;
compressedDense;0;4506821;subset10000000;
compressedDense;0;1428778;subset10000000;
compressedDense;0;3450504;subset10000000;
compressedDense;0;2557434;subset10000000;
compressedDense;0;4769325;subset10000000;
compressedDense;0;5136837;subset10000000;
compressedDense;0;6313939;subset10000000;
compressedDense;0;2772153;subset10000000;
compressedDense;0;1197232;subset10000000;
compressedDense;0;2801717;subset10000000;
compressedDense;0;5748677;subset10000000;
compressedDense;0;3183911;subset10000000;
compressedDense;0;1745798;subset10000000;
compressedDense;0;8297861;subset10000000;
compressedDense;0;6538988;subset10000000;
compressedDense;0;2241104;subset10000000;
compressedDense;0;3447473;subset10000000;
compressedDense;0;6297167;subset10000000;
compressedDense;0;6975478;subset10000000;
compressedDense;0;6440107;subset10000000;
compressedDense;0;9808229;subset10000000;
compressedDense;0;8454043;subset10000000;
compressedDense;0;1570666;subset10000000;
compressedDense;0;3306647;subset10000000;
compressedDense;0;1133338;subset10000000;
compressedDense;0;7762733;subset10000000;
compressedDense;0;1752006;subset10000000;
compressedDense;0;2747436;subset10000000;
compressedDense;0;3669316;subset10000000;
compressedDense;0;2887554;subset10000000;
compressedDense;0;7659372;subset10000000;
compressedDense;0;4121477;subset10000000;
compressedDense;0;4416423;subset10000000;
compressedDense;0;5571640;subset10000000;
compressedDense;0;4190556;subset10000000;
compressedDense;0;9600989;subset10000000;
compressedDense;0;8110311;subset10000000;
compressedDense;0;7320153;subset10000000;
compressedDense;0;857665;subset10000000;
compressedDense;0;4402961;subset10000000;
compressedDense;0;3832402;subset10000000;
compressedDense;0;2510293;subset10000000;
compressedDense;0;4490762;subset10000000;
compressedDense;0;1127421;subset10000000;
compressedDense;0;3906143;subset10000000;
compressedDense;0;2844699;subset10000000;
compressedDense;0;6053849;subset10000000;
compressedDense;0;2439012;subset10000000;
compressedDense;0;4351406;subset10000000;
compressedDense;0;1685103;subset10000000;
compressedDense;0;9367040;subset10000000;
compressedDense;0;9591235;subset10000000;
compressedDense;0;9554711;subset10000000;
compressedDense;0;5287910;subset10000000;
compressedDense;0;5053481;subset10000000;
compressedDense;0;5696171;subset10000000;
compressedDense;0;7738660;subset10000000;
compressedDense;0;1359526;subset10000000;
compressedDense;0;4289494;subset10000000;
compressedDense;0;8472412;subset10000000;
compressedDense;0;3876921;subset10000000;
compressedDense;0;9615204;subset10000000;
compressedDense;0;4497597;subset10000000;
compressedDense;0;9522116;subset10000000;
compressedDense;0;845288;subset10000000;
compressedDense;0;547002;subset10000000;
compressedDense;0;8092345;subset10000000;
compressedDense;0;6726538;subset10000000;
compressedDense;0;5110223;subset10000000;
compressedDense;0;4337894;subset10000000;
compressedDense;0;7444233;subset10000000;
compressedDense;0;8077074;subset10000000;
compressedDense;0;9274223;subset10000000;
compressedDense;0;2598498;subset10000000;
compressedDense;0;4617793;subset10000000;
compressedDense;0;7353118;subset10000000;
compressedDense;0;7271149;subset10000000;
compressedDense;0;5818840;subset10000000;
compressedDense;0;4949731;subset10000000;
compressedDense;0;5926920;subset10000000;
compressedDense;0;1861593;subset10000000;
compressedDense;0;3669071;subset10000000;
compressedDense;0;4531099;subset10000000;
compressedDense;0;3508032;subset10000000;
compressedDense;0;7297143;subset10000000;
compressedDense;0;2002400;subset10000000;
compressedDense;0;4477431;subset10000000;
compressedDense;0;9819457;subset10000000;
compressedDense;0;4800282;subset10000000;
compressedDense;0;8593087;subset10000000;
compressedDense;0;8970764;subset10000000;
compressedDense;0;9524680;subset10000000;
compressedDense;0;9053745;subset10000000;
compressedDense;0;1232445;subset10000000;
compressedDense;0;4293076;subset10000000;
compressedDense;0;2012764;subset10000000;
compressedDense;0;6000116;subset10000000;
compressedDense;0;3435310;subset10000000;
compressedDense;0;3306797;subset10000000;
compressedDense;0;2287170;subset10000000;
compressedDense;0;2215872;subset10000000;
compressedDense;0;8916190;subset10000000;
compressedDense;0;7160136;subset10000000;
compressedDense;0;4578635;subset10000000;
compressedDense;0;4728416;subset10000000;
compressedDense;0;4075912;subset10000000;
compressedDense;0;9653032;subset10000000;
compressedDense;0;3491541;subset10000000;
compressedDense;0;7809726;subset10000000;
compressedDense;0;7668061;subset10000000;
compressedDense;0;5296046;subset10000000;
compressedDense;0;4783195;subset10000000;
compressedDense;0;7711938;subset10000000;
compressedDense;0;8415232;subset10000000;
compressedDense;0;1580952;subset10000000;
compressedDense;0;2245216;subset10000000;
compressedDense;0;1467097;subset10000000;
compressedDense;0;2395511;subset10000000;
compressedDense;0;5694487;subset10000000;
compressedDense;0;9484988;subset10000000;
compressedDense;0;1149157;subset10000000;
compressedDense;0;7804494;subset10000000;
compressedDense;0;104758;subset10000000;
compressedDense;0;2131304;subset10000000;
compressedDense;0;492479;subset10000000;
compressedDense;0;2256542;subset10000000;
compressedDense;0;9663826;subset10000000;
compressedDense;0;1947904;subset10000000;
compressedDense;0;9122769;subset10000000;
compressedDense;0;9882007;subset10000000;
compressedDense;0;4755486;subset10000000;
compressedDense;0;4389841;subset10000000;
compressedDense;0;2971214;subset10000000;
compressedDense;0;1203031;subset10000000;
compressedDense;0;446714;subset10000000;
compressedDense;0;7754999;subset10000000;
compressedDense;0;793687;subset10000000;
compressedDense;0;1765292;subset10000000;
compressedDense;0;4158008;subset10000000;
compressedDense;0;2328476;subset10000000;
compressedDense;0;2329870;subset10000000;
compressedDense;0;2017995;subset10000000;
compressedDense;0;2956126;subset10000000;
compressedDense;0;1738103;subset10000000;
compressedDense;0;6750972;subset10000000;
compressedDense;0;6105362;subset10000000;
compressedDense;0;5357725;subset10000000;
compressedDense;0;5434474;subset10000000;
compressedDense;0;8332374;subset10000000;
compressedDense;0;506220;subset10000000;
compressedDense;0;7608153;subset10000000;
compressedDense;0;7132841;subset10000000;
compressedDense;0;6422395;subset10000000;
compressedDense;0;334206;subset10000000;
compressedDense;0;1623978;subset10000000;
compressedDense;0;1382583;subset10000000;
compressedDense;0;841589;subset10000000;
compressedDense;0;1263309;subset10000000;
compressedDense;0;3873532;subset10000000;
compressedDense;0;2052228;subset10000000;
compressedDense;0;8283602;subset10000000;
compressedDense;0;9584210;subset10000000;
compressedDense;0;8608058;subset10000000;
compressedDense;0;8133260;subset10000000;
compressedDense;0;1002118;subset10000000;
compressedDense;0;990927;subset10000000;
compressedDense;0;3507024;subset10000000;
compressedDense;0;2292588;subset10000000;
compressedDense;0;364467;subset10000000;
compressedDense;0;1753614;subset10000000;
compressedDense;0;472420;subset10000000;
compressedDense;0;2928525;subset10000000;
compressedDense;0;128855;subset10000000;
compressedDense;0;4939388;subset10000000;
compressedDense;0;1952530;subset10000000;
compressedDense;0;1835100;subset10000000;
compressedDense;0;7419156;subset10000000;
compressedDense;0;7489856;subset10000000;
compressedDense;0;4796144;subset10000000;
compressedDense;0;1177494;subset10000000;
compressedDense;0;5366226;subset10000000;
compressedDense;0;5596670;subset10000000;
compressedDense;0;3437119;subset10000000;
compressedDense;0;4771571;subset10000000;
compressedDense;0;4967222;subset10000000;
compressedDense;0;1574615;subset10000000;
compressedDense;0;3669336;subset10000000;
compressedDense;0;6117601;subset10000000;
compressedDense;0;2342723;subset10000000;
compressedDense;0;731654;subset10000000;
compressedDense;0;4527618;subset10000000;
compressedDense;0;8238291;subset10000000;
compressedDense;0;8596889;subset10000000;
compressedDense;0;6766220;subset10000000;
compressedDense;0;1400304;subset10000000;
compressedDense;0;8842477;subset10000000;
compressedDense;0;9237212;subset10000000;
compressedDense;0;7704441;subset10000000;
compressedDense;0;1451180;subset10000000;
compressedDense;0;1603553;subset10000000;
compressedDense;0;6577706;subset10000000;
compressedDense;0;3100643;subset10000000;
compressedDense;0;763388;subset10000000;
compressedDense;0;1974928;subset10000000;
compressedDense;0;5440438;subset10000000;
compressedDense;0;5585812;subset10000000;
compressedDense;0;6176105;subset10000000;
compressedDense;0;5347916;subset10000000;
compressedDense;0;873661;subset10000000;
compressedDense;0;2888116;subset10000000;
compressedDense;0;8418925;subset10000000;
compressedDense;0;3531920;subset10000000;
compressedDense;0;448941;subset10000000;
compressedDense;0;4279624;subset10000000;
compressedDense;0;2684071;subset10000000;
compressedDense;0;7257481;subset10000000;
compressedDense;0;2708581;subset10000000;
compressedDense;0;5685659;subset10000000;
compressedDense;0;856656;subset10000000;
compressedDense;0;320262;subset10000000;
compressedDense;0;6757426;subset10000000;
compressedDense;0;4575046;subset10000000;
compressedDense;0;4260289;subset10000000;
compressedDense;0;7144108;subset10000000;
compressedDense;0;1206294;subset10000000;
compressedDense;0;4055911;subset10000000;
compressedDense;0;5549884;subset10000000;
compressedDense;0;6326767;subset10000000;
compressedDense;0;6891328;subset10000000;
compressedDense;0;1369698;subset10000000;
compressedDense;0;9664076;subset10000000;
compressedDense;0;4517197;subset10000000;
compressedDense;0;873312;subset10000000;
compressedDense;0;9901112;subset10000000;
compressedDense;0;8401156;subset10000000;
compressedDense;0;4059246;subset10000000;
compressedDense;0;2443796;subset10000000;
compressedDense;0;803862;subset10000000;
compressedDense;0;1131026;subset10000000;
compressedDense;0;8028861;subset10000000;
compressedDense;0;2025793;subset10000000;
compressedDense;0;5484228;subset10000000;
compressedDense;0;6352902;subset10000000;
compressedDense;0;1228286;subset10000000;
compressedDense;0;8730059;subset10000000;
compressedDense;0;2369723;subset10000000;
compressedDense;0;4825655;subset10000000;
compressedDense;0;5316881;subset10000000;
compressedDense;0;1246461;subset10000000;
compressedDense;0;3369374;subset10000000;
compressedDense;0;976611;subset10000000;
compressedDense;0;8469279;subset10000000;
compressedDense;0;4732061;subset10000000;
compressedDense;0;1849487;subset10000000;
compressedDense;0;6449876;subset10000000;
compressedDense;0;8377090;subset10000000;
compressedDense;0;5240828;subset10000000;
compressedDense;0;9643457;subset10000000;
compressedDense;0;5886773;subset10000000;
compressedDense;0;3679546;subset10000000;
compressedDense;0;8561747;subset10000000;
compressedDense;0;9292450;subset10000000;
compressedDense;0;9901779;subset10000000;
compressedDense;0;4265244;subset10000000;
compressedDense;0;7496819;subset10000000;
compressedDense;0;9901097;subset10000000;
compressedDense;0;1821206;subset10000000;
compressedDense;0;3979094;subset10000000;
compressedDense;0;1550391;subset10000000;
compressedDense;0;9751297;subset10000000;
compressedDense;0;767239;subset10000000;
compressedDense;0;8419446;subset10000000;
compressedDense;0;1388014;subset10000000;
compressedDense;0;8653452;subset10000000;
compressedDense;0;3303810;subset10000000;
compressedDense;0;1679361;subset10000000;
compressedDense;0;7065784;subset10000000;
compressedDense;0;8270158;subset10000000;
compressedDense;0;8447800;subset10000000;
compressedDense;0;1132256;subset10000000;
compressedDense;0;2206543;subset10000000;
compressedDense;0;2423101;subset10000000;
compressedDense;0;469316;subset10000000;
compressedDense;0;3158669;subset10000000;
compressedDense;0;7713189;subset10000000;
compressedDense;0;2163039;subset10000000;
compressedDense;0;1050392;subset10000000;
compressedDense;0;6013894;subset10000000;
compressedDense;0;3083350;subset10000000;
compressedDense;0;3371277;subset10000000;
compressedDense;0;1942470;subset10000000;
compressedDense;0;8667830;subset10000000;
compressedDense;0;7955723;subset10000000;
compressedDense;0;2325748;subset10000000;
compressedDense;0;6865551;subset10000000;
compressedDense;0;3599797;subset10000000;
compressedDense;0;8650412;subset10000000;
compressedDense;0;1967473;subset10000000;
compressedDense;0;8373454;subset10000000;
compressedDense;0;4204953;subset10000000;
compressedDense;0;341472;subset10000000;
compressedDense;0;5843665;subset10000000;
compressedDense;0;8168011;subset10000000;
compressedDense;0;3542497;subset10000000;
compressedDense;0;3675991;subset10000000;
compressedDense;0;5612342;subset10000000;
compressedDense;0;1356699;subset10000000;
compressedDense;0;2246989;subset10000000;
compressedDense;0;5141373;subset10000000;
compressedDense;0;865361;subset10000000;
compressedDense;0;6307429;subset10000000;
compressedDense;0;9479397;subset10000000;
compressedDense;0;9353155;subset10000000;
compressedDense;0;6711258;subset10000000;
compressedDense;0;6244192;subset10000000;
compressedDense;0;3427191;subset10000000;
compressedDense;0;1044459;subset10000000;
compressedDense;0;7332844;subset10000000;
compressedDense;0;7914456;subset10000000;
compressedDense;0;2598286;subset10000000;
compressedDense;0;893833;subset10000000;
compressedDense;0;8498499;subset10000000;
compressedDense;0;5813002;subset10000000;
compressedDense;0;2129338;subset10000000;
compressedDense;0;193331;subset10000000;
compressedDense;0;2980452;subset10000000;
compressedDense;0;3905538;subset10000000;
compressedDense;0;3189741;subset10000000;
compressedDense;0;1625084;subset10000000;
compressedDense;0;4504878;subset10000000;
compressedDense;0;1575204;subset10000000;
compressedDense;0;3244803;subset10000000;
compressedDense;0;9823441;subset10000000;
compressedDense;0;5115062;subset10000000;
compressedDense;0;8208827;subset10000000;
compressedDense;0;5885241;subset10000000;
compressedDense;0;2152250;subset10000000;
compressedDense;0;3190356;subset10000000;
compressedDense;0;3749974;subset10000000;
compressedDense;0;4115283;subset10000000;
compressedDense;0;2636964;subset10000000;
compressedDense;0;3261881;subset10000000;
compressedDense;0;8611169;subset10000000;
compressedDense;0;5080804;subset10000000;
compressedDense;0;1470644;subset10000000;
compressedDense;0;1843223;subset10000000;
compressedDense;0;5293940;subset10000000;
compressedDense;0;1819076;subset10000000;
compressedDense;0;3715523;subset10000000;
compressedDense;0;9327065;subset10000000;
compressedDense;0;6804833;subset10000000;
compressedDense;0;336989;subset10000000;
compressedDense;0;1516216;subset10000000;
compressedDense;0;2971571;subset10000000;
compressedDense;0;4215478;subset10000000;
compressedDense;0;9654100;subset10000000;
compressedDense;0;6454223;subset10000000;
compressedDense;0;2548354;subset10000000;
compressedDense;0;5522652;subset10000000;
compressedDense;0;7315603;subset10000000;
compressedDense;0;4777431;subset10000000;
compressedDense;0;7304329;subset10000000;
compressedDense;0;5113828;subset10000000;
compressedDense;0;2223822;subset10000000;
compressedDense;0;1583278;subset10000000;
compressedDense;0;2124499;subset10000000;
compressedDense;0;6807499;subset10000000;
compressedDense;0;7498325;subset10000000;
compressedDense;0;9189525;subset10000000;
compressedDense;0;5782469;subset10000000;
compressedDense;0;7813736;subset10000000;
compressedDense;0;9091957;subset10000000;
compressedDense;0;6105320;subset10000000;
compressedDense;0;4112477;subset10000000;
compressedDense;0;199082;subset10000000;
compressedDense;0;2957609;subset10000000;
compressedDense;0;3580774;subset10000000;
compressedDense;0;2038135;subset10000000;
compressedDense;0;9637686;subset10000000;
compressedDense;0;9672513;subset10000000;
compressedDense;0;1565491;subset10000000;
compressedDense;0;1218837;subset10000000;
compressedDense;0;6154691;subset10000000;
compressedDense;0;3233311;subset10000000;
compressedDense;0;7618934;subset10000000;
compressedDense;0;4874020;subset10000000;
compressedDense;0;352172;subset10000000;
compressedDense;0;7904051;subset10000000;
compressedDense;0;5946559;subset10000000;
compressedDense;0;1883875;subset10000000;
compressedDense;0;2204984;subset10000000;
compressedDense;0;2343977;subset10000000;
compressedDense;0;4764625;subset10000000;
compressedDense;0;4557559;subset10000000;
compressedDense;0;3459017;subset10000000;
